,Advice.to.Sr..Management,Advice_to_management,sentiment,Polarity,Subjectivity,sentiment_txt
358,Get a decisive leader who will hire some competent criteria officers for the structured group.,Get a decisive leader who will hire some competent criteria officers for the structured group.,"Sentiment(polarity=0.5, subjectivity=0.6666666666666666)",0.025000000000000022,0.3416666666666667,pos
359,"S&P has good lower level and middle managers, but historically in Structured finance and generally at the most senior levels of the company, you have incompetent, unqualified executives. That is starting to change, too bad it took a crisis to be the catalyst.","S&P has good lower level and middle managers, but historically in Structured finance and generally at the most senior levels of the company, you have incompetent, unqualified executives. That is starting to change, too bad it took a crisis to be the catalyst.","Sentiment(polarity=0.025000000000000022, subjectivity=0.3416666666666667)",-0.04999999999999999,0.5,neg
360,You should really consider all the assets you have at your disposal.  Do not ruin the talent of the people you sucker into working here.,You should really consider all the assets you have at your disposal.  Do not ruin the talent of the people you sucker into working here.,"Sentiment(polarity=-0.04999999999999999, subjectivity=0.5)",-0.375,0.5888888888888889,neg
361,fire the incompetent people! ditch the issuer pay model or at least play hardball with bankers/issuers! fire the lazy people! pleaseeee.,fire the incompetent people! ditch the issuer pay model or at least play hardball with bankers/issuers! fire the lazy people! pleaseeee.,"Sentiment(polarity=-0.375, subjectivity=0.5888888888888889)",0.5,0.5,pos
362,Please invest more in technology and administrative support,Please invest more in technology and administrative support,"Sentiment(polarity=0.5, subjectivity=0.5)",-0.1,0.2,neg
363,Not much,Not much,"Sentiment(polarity=-0.1, subjectivity=0.2)",0.35,0.65,pos
364,"Turn the place into a true meritocracy - promote collaboration within and across groups, punish silo mentalities","Turn the place into a true meritocracy - promote collaboration within and across groups, punish silo mentalities","Sentiment(polarity=0.35, subjectivity=0.65)",0.0,0.0,neu
365,"Invest in the business: IT, software, financial modeling, research, database infrustructure.","Invest in the business: IT, software, financial modeling, research, database infrustructure.","Sentiment(polarity=0.0, subjectivity=0.0)",0.16666666666666666,0.35000000000000003,pos
366,Senior Management of McGraw-Hill needs to pay more attention to what is happening within subsidiaries and their divisions outside of Manhattan and surveying employees once a year is not enough attention to pay.,Senior Management of McGraw-Hill needs to pay more attention to what is happening within subsidiaries and their divisions outside of Manhattan and surveying employees once a year is not enough attention to pay.,"Sentiment(polarity=0.16666666666666666, subjectivity=0.35000000000000003)",0.13333333333333333,0.6666666666666666,pos
367,Try to communicate the potential benefits of working harder and not being satisfied with the status quo.,Try to communicate the potential benefits of working harder and not being satisfied with the status quo.,"Sentiment(polarity=0.13333333333333333, subjectivity=0.6666666666666666)",0.020833333333333336,0.26666666666666666,pos
368,Create career advancement opportunities for your employees.  They should be achievable and transparent.  Think big but act small.  Be more entrepreneurial and less buracratic.,Create career advancement opportunities for your employees.  They should be achievable and transparent.  Think big but act small.  Be more entrepreneurial and less buracratic.,"Sentiment(polarity=0.020833333333333336, subjectivity=0.26666666666666666)",0.31666666666666665,0.4666666666666666,pos
369,"Cull.  Pay more to attract  more people.  Promote managers who are both knowledgeable and leaders, and stop promoting them because they've been there a long time.","Cull.  Pay more to attract  more people.  Promote managers who are both knowledgeable and leaders, and stop promoting them because they've been there a long time.","Sentiment(polarity=0.31666666666666665, subjectivity=0.4666666666666666)",0.0,0.75,neu
370,To take an interest in their employee morale and reduce the amount of repetition involved in the work. Empower your employees and give them access to various learning tools (I think it's only the Bethesda office that lacks access).,To take an interest in their employee morale and reduce the amount of repetition involved in the work. Empower your employees and give them access to various learning tools (I think it's only the Bethesda office that lacks access).,"Sentiment(polarity=0.0, subjectivity=0.75)",-0.03861111111111111,0.551111111111111,neg
371,"The company has too many chiefs and not enough indians, to borrow a cliche. It is almost a joke for anyone with a title of Director or above because they do absolutely no work and create meaningless work for the people below them. It is difficult for senior management to cut the chiefs because they tend to be their ex-coworkers in previous companies. But ultimately, they must be eliminated from the company in order to allow for the hard-working employees to rise. Senior management needs to wake up and realize that the company is considered a joke by many investment firms. Spend more money on technology but please hire IT folks that actually know what they are doing and can speak English. It is difficult enough trying to call India for desktop support. But don't hire consultants who do the IT programming and business analyst work who speak in heavy accents...No one can understand them!!","The company has too many chiefs and not enough indians, to borrow a cliche. It is almost a joke for anyone with a title of Director or above because they do absolutely no work and create meaningless work for the people below them. It is difficult for senior management to cut the chiefs because they tend to be their ex-coworkers in previous companies. But ultimately, they must be eliminated from the company in order to allow for the hard-working employees to rise. Senior management needs to wake up and realize that the company is considered a joke by many investment firms. Spend more money on technology but please hire IT folks that actually know what they are doing and can speak English. It is difficult enough trying to call India for desktop support. But don't hire consultants who do the IT programming and business analyst work who speak in heavy accents...No one can understand them!!","Sentiment(polarity=-0.03861111111111111, subjectivity=0.551111111111111)",0.14444444444444446,0.2888888888888889,pos
372,Please provide more frequent feedback and less formality.,Please provide more frequent feedback and less formality.,"Sentiment(polarity=0.14444444444444446, subjectivity=0.2888888888888889)",0.5,0.5,pos
373,Be more forthright about the direction of the company,Be more forthright about the direction of the company,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
374,None,None,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
375,Keep up things like #ChangePays,Keep up things like #ChangePays,"Sentiment(polarity=0.0, subjectivity=0.0)",0.6,0.3,pos
376,Break up the SNL crew so that they assimilate into the rest of the company.  Stop giving all their leaders the best jobs. The are a click and they stick together.  very sexist and racist crew.,Break up the SNL crew so that they assimilate into the rest of the company.  Stop giving all their leaders the best jobs. The are a click and they stick together.  very sexist and racist crew.,"Sentiment(polarity=0.6, subjectivity=0.3)",0.21083333333333334,0.3775,pos
377,"Completely restructure your SVP, VP  roles so there are improved reporting functions and accountability. More importantly, mandate formal processes to be developed and implemented PRIOR to trying to automate and implement technologies.  Bringing in tools as a quick fix to try to mature wont work as your internal departments and functions have no idea what each other are doing and they cannot even explain if you ask them. This spells continual rework and people moving on to greener pastures.  Good luck.","Completely restructure your SVP, VP  roles so there are improved reporting functions and accountability. More importantly, mandate formal processes to be developed and implemented PRIOR to trying to automate and implement technologies.  Bringing in tools as a quick fix to try to mature wont work as your internal departments and functions have no idea what each other are doing and they cannot even explain if you ask them. This spells continual rework and people moving on to greener pastures.  Good luck.","Sentiment(polarity=0.21083333333333334, subjectivity=0.3775)",0.22999999999999998,0.5599999999999999,pos
378,Your Chiefs and CTOs and CIOs are ego driven and don't care about the company and are not nice to those around them unless junior level.  Some exceptions but this is a boys club most got their jobs because they were in a department and a friend pulled them in for a higher level job with them.  Get real experts in these roles not people who are there because they were friends with others at the top.,Your Chiefs and CTOs and CIOs are ego driven and don't care about the company and are not nice to those around them unless junior level.  Some exceptions but this is a boys club most got their jobs because they were in a department and a friend pulled them in for a higher level job with them.  Get real experts in these roles not people who are there because they were friends with others at the top.,"Sentiment(polarity=0.22999999999999998, subjectivity=0.5599999999999999)",0.15,0.35,pos
379,"I know it's a big corporation, but I think retaining current talent should be a priority. S&amp;P Global should be more willing to","I know it's a big corporation, but I think retaining current talent should be a priority. S&amp;P Global should be more willing to","Sentiment(polarity=0.15, subjectivity=0.35)",0.02,0.4533333333333333,pos
380,"- Be employee first companies.
- Listen to employees and their ideas
- Don't set unrealistic targets 
- Change the org cultural first, make it open. 
- Have FinTech mindset","- Be employee first companies.
- Listen to employees and their ideas
- Don't set unrealistic targets 
- Change the org cultural first, make it open. 
- Have FinTech mindset","Sentiment(polarity=0.02, subjectivity=0.4533333333333333)",-0.43333333333333335,0.5666666666666668,neg
381,Poor decision by CPO to sacrifice FTEs for flashy and costly HR offsite; even worse that CFO and CEO authorized this trip,Poor decision by CPO to sacrifice FTEs for flashy and costly HR offsite; even worse that CFO and CEO authorized this trip,"Sentiment(polarity=-0.43333333333333335, subjectivity=0.5666666666666668)",0.375,0.3375,pos
382,"Giving time back to analysts is great, but if all the good analysts leave because the salaries are abysmal, time back to analysts won't matter.","Giving time back to analysts is great, but if all the good analysts leave because the salaries are abysmal, time back to analysts won't matter.","Sentiment(polarity=0.375, subjectivity=0.3375)",0.0909090909090909,0.4696969696969697,pos
383,"Change culture, be open to new ideas, listen to new associates.","Change culture, be open to new ideas, listen to new associates.","Sentiment(polarity=0.0909090909090909, subjectivity=0.4696969696969697)",0.06388888888888893,0.5092592592592592,pos
384,Hold all managers accountable for bad behavior.  Stop protecting the so called hi potential males that continue to promote bad behavior.  Recruit more women and people of color and make more meaningful efforts to keep them.  The Board of Directors should demand more progress on those stats. If you share flat results year after year on earnings you get fired but same results for Diversity get ignored.,Hold all managers accountable for bad behavior.  Stop protecting the so called hi potential males that continue to promote bad behavior.  Recruit more women and people of color and make more meaningful efforts to keep them.  The Board of Directors should demand more progress on those stats. If you share flat results year after year on earnings you get fired but same results for Diversity get ignored.,"Sentiment(polarity=0.06388888888888893, subjectivity=0.5092592592592592)",0.0,0.0,neu
385,.,.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
386,"Think like consultants, not publishers of data","Think like consultants, not publishers of data","Sentiment(polarity=0.0, subjectivity=0.0)",0.06818181818181818,0.75,pos
387,Managers do not manage well and care not for the employee but the metrics. A KPI means KEY. Management will live with ANY performance indicators.  Its made up metrics.,Managers do not manage well and care not for the employee but the metrics. A KPI means KEY. Management will live with ANY performance indicators.  Its made up metrics.,"Sentiment(polarity=0.06818181818181818, subjectivity=0.75)",0.5,0.5,pos
388,Hire more employees from within the company. Create more abilities for team members to meet their manager in person to foster a better relationship,Hire more employees from within the company. Create more abilities for team members to meet their manager in person to foster a better relationship,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
389,Hire American!,Hire American!,"Sentiment(polarity=0.0, subjectivity=0.0)",0.4214285714285714,0.43392857142857144,pos
390,Treat good people right.  Get rid of the middle management that get bonuses when they screw over good people.,Treat good people right.  Get rid of the middle management that get bonuses when they screw over good people.,"Sentiment(polarity=0.4214285714285714, subjectivity=0.43392857142857144)",0.0,0.0,neu
391,Don't outsource.,Don't outsource.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.2,0.5,pos
392,Decisions seem to be not about making product better but how to just do it cheaper. Instead of working at firm thats decades old feels like startup mentality pinching pennies when have huge profit margins so can make improvements if wanted,Decisions seem to be not about making product better but how to just do it cheaper. Instead of working at firm thats decades old feels like startup mentality pinching pennies when have huge profit margins so can make improvements if wanted,"Sentiment(polarity=0.2, subjectivity=0.5)",0.0,0.0,neu
393,-,-,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7,0.6000000000000001,pos
394,A bit of job rotation is a good thing,A bit of job rotation is a good thing,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.0,0.0,neu
395,Fire all the architects in the company,Fire all the architects in the company,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
396,Give employees opportunities to develop,Give employees opportunities to develop,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
397,put yourself in your employees shoes,put yourself in your employees shoes,"Sentiment(polarity=0.0, subjectivity=0.0)",0.14107142857142854,0.5595238095238095,pos
398,Promoting from within is not a bad thing.  Internal promotion motivates others in thinking that it is possible for them to get to certain position.,Promoting from within is not a bad thing.  Internal promotion motivates others in thinking that it is possible for them to get to certain position.,"Sentiment(polarity=0.14107142857142854, subjectivity=0.5595238095238095)",0.0,0.0,neu
399,nothing,nothing,"Sentiment(polarity=0.0, subjectivity=0.0)",0.12159090909090908,0.41363636363636364,pos
400,"Focus more on people development and stability - don't try to reinvent the wheel all the time and hire new people to replace the old ones, because their ideas are not necessarily better.","Focus more on people development and stability - don't try to reinvent the wheel all the time and hire new people to replace the old ones, because their ideas are not necessarily better.","Sentiment(polarity=0.12159090909090908, subjectivity=0.41363636363636364)",0.16666666666666666,0.19999999999999998,pos
401,Cross business unit experience need to be rewarded more - maybe even make it mandatory to be promoted above Director level.,Cross business unit experience need to be rewarded more - maybe even make it mandatory to be promoted above Director level.,"Sentiment(polarity=0.16666666666666666, subjectivity=0.19999999999999998)",0.125,0.21666666666666667,pos
402,"Where to begin?  Well, first, you might actually learn the ratings business...","Where to begin?  Well, first, you might actually learn the ratings business...","Sentiment(polarity=0.125, subjectivity=0.21666666666666667)",0.5428571428571429,0.7178571428571429,pos
403,"Management should assess the leadership to assure the right, experienced people are in those positions.  Also, the organization changes should stabilize so staff do not feel uneasy.","Management should assess the leadership to assure the right, experienced people are in those positions.  Also, the organization changes should stabilize so staff do not feel uneasy.","Sentiment(polarity=0.5428571428571429, subjectivity=0.7178571428571429)",-0.06666666666666667,0.19999999999999998,neg
404,"Change policies towards common people, let us grow professionally and financially.","Change policies towards common people, let us grow professionally and financially.","Sentiment(polarity=-0.06666666666666667, subjectivity=0.19999999999999998)",0.08698051948051948,0.40636363636363637,pos
405,Like they Say - Hire American and Make America Great Again - IT is like you put a small group of high school students in India on a raft and sailed to Battery Park.   Employees with that little education or experience need professionals around not old foggy business people that think hacking is the new waterfall.,Like they Say - Hire American and Make America Great Again - IT is like you put a small group of high school students in India on a raft and sailed to Battery Park.   Employees with that little education or experience need professionals around not old foggy business people that think hacking is the new waterfall.,"Sentiment(polarity=0.08698051948051948, subjectivity=0.40636363636363637)",0.35,0.35,pos
406,Mostly just keep doing what you've been doing. Stay in touch with those who are selling and who support them. Train as much as is feasible.,Mostly just keep doing what you've been doing. Stay in touch with those who are selling and who support them. Train as much as is feasible.,"Sentiment(polarity=0.35, subjectivity=0.35)",0.0,0.0,neu
407,None,None,"Sentiment(polarity=0.0, subjectivity=0.0)",0.875,0.6000000000000001,pos
408,Keep up the good work!,Keep up the good work!,"Sentiment(polarity=0.875, subjectivity=0.6000000000000001)",0.35,0.5,pos
409,Choose your projects wisely and commit. Commit to eliminating technical debt.,Choose your projects wisely and commit. Commit to eliminating technical debt.,"Sentiment(polarity=0.35, subjectivity=0.5)",0.0,0.0,neu
410,Why bother. They don't care. Don't read this site anyway and probably would slough off comments as those of a chronic malcontent.,Why bother. They don't care. Don't read this site anyway and probably would slough off comments as those of a chronic malcontent.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.6,0.6166666666666667,pos
411,"company should promote work-life balance by implementing proper policies. after all, happy employees = great results!","company should promote work-life balance by implementing proper policies. after all, happy employees = great results!","Sentiment(polarity=0.6, subjectivity=0.6166666666666667)",0.2,0.5,pos
412,Ensure people being promoted into managerial positions are ready to take on these types of assignments.,Ensure people being promoted into managerial positions are ready to take on these types of assignments.,"Sentiment(polarity=0.2, subjectivity=0.5)",0.0,0.0,neu
413,Decompress,Decompress,"Sentiment(polarity=0.0, subjectivity=0.0)",0.2681818181818182,0.5772727272727273,pos
414,Being open-minded to new ideas and expressing a degree of flexibility.,Being open-minded to new ideas and expressing a degree of flexibility.,"Sentiment(polarity=0.2681818181818182, subjectivity=0.5772727272727273)",0.0,0.0,neu
415,Take care of your people,Take care of your people,"Sentiment(polarity=0.0, subjectivity=0.0)",0.25,0.25,pos
416,More opportunities to advance.  Work with everyone to help establish a carreer path not just upper management,More opportunities to advance.  Work with everyone to help establish a carreer path not just upper management,"Sentiment(polarity=0.25, subjectivity=0.25)",0.21212121212121213,0.3181818181818182,pos
417,Must find a way to reduce the chaos by either combining services or detaching them - leaving things in limbo caused confusion for staff and clients; provide more training to new employees; provide opportunities for ongoing internal training,Must find a way to reduce the chaos by either combining services or detaching them - leaving things in limbo caused confusion for staff and clients; provide more training to new employees; provide opportunities for ongoing internal training,"Sentiment(polarity=0.21212121212121213, subjectivity=0.3181818181818182)",0.13636363636363635,0.45454545454545453,pos
418,Get new management,Get new management,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.18333333333333335,0.5166666666666667,pos
419,"This is 2016 and with the majority of the workforce being millennials, it is important to be open and flexible with employees.  You will have a lot more loyalty and less turnover this way.","This is 2016 and with the majority of the workforce being millennials, it is important to be open and flexible with employees.  You will have a lot more loyalty and less turnover this way.","Sentiment(polarity=0.18333333333333335, subjectivity=0.5166666666666667)",0.1590909090909091,0.3698863636363636,pos
420,"-Take on a chance on some new content management software
-Provide more transparency on the future state of the business and how/why current decision are going to get us there.","-Take on a chance on some new content management software
-Provide more transparency on the future state of the business and how/why current decision are going to get us there.","Sentiment(polarity=0.1590909090909091, subjectivity=0.3698863636363636)",0.3214285714285714,0.5214285714285714,pos
421,Total tunnel vision right now. Look at the bigger picture. We are no longer two companies. We need to take the best of both sides.,Total tunnel vision right now. Look at the bigger picture. We are no longer two companies. We need to take the best of both sides.,"Sentiment(polarity=0.3214285714285714, subjectivity=0.5214285714285714)",-0.2916666666666667,0.5416666666666666,neg
422,Make the hard choices now to keep up with the times,Make the hard choices now to keep up with the times,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",0.12000000000000002,0.4353846153846154,pos
423,"HR needs an overhaul and must take more responsibility onboarding talent and stop pushing this on the support staff to handle. HR and management also need to have regular check-in conversations with staff. There are so many unhappy people working at this company, but no one really seems to care.","HR needs an overhaul and must take more responsibility onboarding talent and stop pushing this on the support staff to handle. HR and management also need to have regular check-in conversations with staff. There are so many unhappy people working at this company, but no one really seems to care.","Sentiment(polarity=0.12000000000000002, subjectivity=0.4353846153846154)",0.23863636363636365,0.5227272727272727,pos
424,Keep in mind that employees need to connect with a positive purpose that transcends higher revenue and margins and lower costs.,Keep in mind that employees need to connect with a positive purpose that transcends higher revenue and margins and lower costs.,"Sentiment(polarity=0.23863636363636365, subjectivity=0.5227272727272727)",0.0,0.0,neu
425,"Stay focused, grow both organically and via acquisitions and reward people for their contributions - then the sky is the limit.","Stay focused, grow both organically and via acquisitions and reward people for their contributions - then the sky is the limit.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
426,stop playing favorites,stop playing favorites,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.05,0.1,neg
427,Bring back the flex time and working remotely.,Bring back the flex time and working remotely.,"Sentiment(polarity=-0.05, subjectivity=0.1)",0.25,0.3,pos
428,"You have responsibilities to three groups: your customers, your shareholders and your employees. Always keep them balanced. MHFI seems to be following the example of too many corporations, taking care of the folks in the C suite at the expense of the grunts on the shop floor.","You have responsibilities to three groups: your customers, your shareholders and your employees. Always keep them balanced. MHFI seems to be following the example of too many corporations, taking care of the folks in the C suite at the expense of the grunts on the shop floor.","Sentiment(polarity=0.25, subjectivity=0.3)",0.0,0.0,neu
429,HT needs to focus on the needs of the business rather than internal politics.,HT needs to focus on the needs of the business rather than internal politics.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.1,0.2,pos
430,Return to your old values.,Return to your old values.,"Sentiment(polarity=0.1, subjectivity=0.2)",0.0,0.0,neu
431,Just break up the company into the business units and eliminate corporate executive management.,Just break up the company into the business units and eliminate corporate executive management.,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.06666666666666667,0.5333333333333333,neg
432,Dearest Doug Peterson and management - you are not the only game in town.  Here's what we know: you don't care about your employees or value us.  Thanks anyway.,Dearest Doug Peterson and management - you are not the only game in town.  Here's what we know: you don't care about your employees or value us.  Thanks anyway.,"Sentiment(polarity=-0.06666666666666667, subjectivity=0.5333333333333333)",0.0,0.0,neu
433,Enable those closest to the customer  to innovate,Enable those closest to the customer  to innovate,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.11875,0.45,neg
434,make people want to come to work. a little cheerleading and congratulations go a long way,make people want to come to work. a little cheerleading and congratulations go a long way,"Sentiment(polarity=-0.11875, subjectivity=0.45)",0.43333333333333335,0.4666666666666666,pos
435,More focus on training and hiring the intelligent upper managers/Directors.,More focus on training and hiring the intelligent upper managers/Directors.,"Sentiment(polarity=0.43333333333333335, subjectivity=0.4666666666666666)",0.0,0.0,neu
436,Create career-path instead of just a place for retirement,Create career-path instead of just a place for retirement,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
437,"doesn't matter what i say here, not at all","doesn't matter what i say here, not at all","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.3,neu
438,"Make longer-term decisions, not just short term.","Make longer-term decisions, not just short term.","Sentiment(polarity=0.0, subjectivity=0.3)",0.21357142857142858,0.5274603174603174,pos
439,"You guys have essentially killed any 'quality of work life' by this genius move ""from Value company to Growth company"".  Yeah right.  OK, now freeze spending company wide in 2014.  So we can't actually function, but we'll come in everyday to zero forward motion, no projects, no initiatives.  There's no money for that!  We want to be SURE that Mr. Peterson (hey, you seem like a nice guy) get his $1.1 million bonus plus $4 million equity for MHF having such a great year.  For you, yeah.","You guys have essentially killed any 'quality of work life' by this genius move ""from Value company to Growth company"".  Yeah right.  OK, now freeze spending company wide in 2014.  So we can't actually function, but we'll come in everyday to zero forward motion, no projects, no initiatives.  There's no money for that!  We want to be SURE that Mr. Peterson (hey, you seem like a nice guy) get his $1.1 million bonus plus $4 million equity for MHF having such a great year.  For you, yeah.","Sentiment(polarity=0.21357142857142858, subjectivity=0.5274603174603174)",-0.4,0.4,neg
440,Become ahead of the game with regards to where book sales are going.,Become ahead of the game with regards to where book sales are going.,"Sentiment(polarity=-0.4, subjectivity=0.4)",0.45,0.7,pos
441,Try to remember the company's vision is more than saving a buck.  Quality and customer service are still relevant.,Try to remember the company's vision is more than saving a buck.  Quality and customer service are still relevant.,"Sentiment(polarity=0.45, subjectivity=0.7)",0.22727272727272727,0.5454545454545454,pos
442,Pick and path and execute.  Empower the ranks to drive positive change forward and reduce bottlenecks.,Pick and path and execute.  Empower the ranks to drive positive change forward and reduce bottlenecks.,"Sentiment(polarity=0.22727272727272727, subjectivity=0.5454545454545454)",0.25,0.275,pos
443,Allow more benefits outside and within the office for employees.,Allow more benefits outside and within the office for employees.,"Sentiment(polarity=0.25, subjectivity=0.275)",0.3,0.45416666666666666,pos
444,"Find a way to keep the capable people, let them know they are valued. Provide opportunities for employees, don't just depend on the same people and assign them to every project; invest in technology and don't continually 'make-do' and work around the old technology. Make a decision to be innovative and find the budget for it. Move into this century with a better vacation package for your employees, it provide a better work/life balance.","Find a way to keep the capable people, let them know they are valued. Provide opportunities for employees, don't just depend on the same people and assign them to every project; invest in technology and don't continually 'make-do' and work around the old technology. Make a decision to be innovative and find the budget for it. Move into this century with a better vacation package for your employees, it provide a better work/life balance.","Sentiment(polarity=0.3, subjectivity=0.45416666666666666)",-0.0062500000000000056,0.64375,neg
445,"Better communication about outlook and possible restructurings, and technology a bit behind other peer companies","Better communication about outlook and possible restructurings, and technology a bit behind other peer companies","Sentiment(polarity=-0.0062500000000000056, subjectivity=0.64375)",0.0,0.0,neu
446,Keep doing your thing.,Keep doing your thing.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.16666666666666666,neu
447,Further increase internal communication to align their work with corporate priorities.,Further increase internal communication to align their work with corporate priorities.,"Sentiment(polarity=0.0, subjectivity=0.16666666666666666)",0.0,0.0,neu
448,Streamline and flatten Management,Streamline and flatten Management,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
449,Keep empowerng employees; increase transparency of all actions; enhance communication,Keep empowerng employees; increase transparency of all actions; enhance communication,"Sentiment(polarity=0.0, subjectivity=0.0)",0.10757575757575757,0.283982683982684,pos
450,"They should balance the boat with american values that mix of cultures brings. You are not outsourced yet, so stop behaving like you are back home already.
Such should clean their ranks first of all these smiling faces with no values. Get people who have a desire to create and ideas how to do it. Not all these ""don't bark on me i won't bark on you"" personalities.
Second, figure out what do they want to do - now they are just running the wave out with nothing new in the pipe.","They should balance the boat with american values that mix of cultures brings. You are not outsourced yet, so stop behaving like you are back home already.
Such should clean their ranks first of all these smiling faces with no values. Get people who have a desire to create and ideas how to do it. Not all these ""don't bark on me i won't bark on you"" personalities.
Second, figure out what do they want to do - now they are just running the wave out with nothing new in the pipe.","Sentiment(polarity=0.10757575757575757, subjectivity=0.283982683982684)",0.0,0.0,neu
451,Listen to the people you hire to do the job.,Listen to the people you hire to do the job.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
452,Needed more communications with the employees.,Needed more communications with the employees.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.05,0.225,pos
453,"Streamline and improve the back office functions. Real estate, IT costs, etc. are too big a burden on operating units and are not responsive enough.","Streamline and improve the back office functions. Real estate, IT costs, etc. are too big a burden on operating units and are not responsive enough.","Sentiment(polarity=0.05, subjectivity=0.225)",0.30000000000000004,0.40625000000000006,pos
454,Compensate better to motivate employees to stay and fight with old timers to bring the change to company. Do better and more detailed review of old timers: there are a lot of people who have senior titles and not doing much and not knowing much - completely out of touch with technology advancements.,Compensate better to motivate employees to stay and fight with old timers to bring the change to company. Do better and more detailed review of old timers: there are a lot of people who have senior titles and not doing much and not knowing much - completely out of touch with technology advancements.,"Sentiment(polarity=0.30000000000000004, subjectivity=0.40625000000000006)",0.4681818181818182,0.6022727272727273,pos
455,Continue the great on boarding process for all new employees and reinforce the value of the peer mentor role.,Continue the great on boarding process for all new employees and reinforce the value of the peer mentor role.,"Sentiment(polarity=0.4681818181818182, subjectivity=0.6022727272727273)",0.2814814814814815,0.42962962962962964,pos
456,more transparency........reach down in the ranks more,more transparency........reach down in the ranks more,"Sentiment(polarity=0.2814814814814815, subjectivity=0.42962962962962964)",0.0,0.0,neu
457,None.,None.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.215625,0.45,pos
458,"Encourage collaboration 
Develop green talent, there is a major focus on retaining top level employees when more junior employees do the grunt work","Encourage collaboration 
Develop green talent, there is a major focus on retaining top level employees when more junior employees do the grunt work","Sentiment(polarity=0.215625, subjectivity=0.45)",0.0,0.0,neu
459,"Develop a career path for employees, hire qualified executives with people management expertise that manage using motivation techniques not fear tactics.","Develop a career path for employees, hire qualified executives with people management expertise that manage using motivation techniques not fear tactics.","Sentiment(polarity=0.0, subjectivity=0.0)",-0.075,0.325,neg
460,Cut out the paperwork and old boys club networking and get your hands dirty with real work.  Find ways to minimize red tape and maintain product quality.,Cut out the paperwork and old boys club networking and get your hands dirty with real work.  Find ways to minimize red tape and maintain product quality.,"Sentiment(polarity=-0.075, subjectivity=0.325)",1.0,1.0,pos
461,Start caring about your greatest asset again...EMPLOYEES,Start caring about your greatest asset again...EMPLOYEES,"Sentiment(polarity=1.0, subjectivity=1.0)",0.375,0.5,pos
462,Enhance Family Friendly work environment,Enhance Family Friendly work environment,"Sentiment(polarity=0.375, subjectivity=0.5)",0.0,0.0,neu
463,Kill the politics and communicate to your employees,Kill the politics and communicate to your employees,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
464,Recognize the value of the your employees,Recognize the value of the your employees,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.2,0.1,neg
465,Disrupt yourself or you'll be gone in a few years anyway.,Disrupt yourself or you'll be gone in a few years anyway.,"Sentiment(polarity=-0.2, subjectivity=0.1)",0.0,0.0,neu
466,"Sell the education division, recognizing your upper mgmt is out of its depth. Ah, you did.","Sell the education division, recognizing your upper mgmt is out of its depth. Ah, you did.","Sentiment(polarity=0.0, subjectivity=0.0)",0.05000000000000001,0.6916666666666667,pos
467,"HR Management should be challenged to pursue a clear career track initiatives for upwardly mobile employees, especially for women and people of color.","HR Management should be challenged to pursue a clear career track initiatives for upwardly mobile employees, especially for women and people of color.","Sentiment(polarity=0.05000000000000001, subjectivity=0.6916666666666667)",0.5,0.5,pos
468,Do a better job at recognizing unconventional talent,Do a better job at recognizing unconventional talent,"Sentiment(polarity=0.5, subjectivity=0.5)",0.125,0.75,pos
469,"Virtually all of senior management needs to be replaced, especially the president of McGraw-Hill Higher Education.","Virtually all of senior management needs to be replaced, especially the president of McGraw-Hill Higher Education.","Sentiment(polarity=0.125, subjectivity=0.75)",0.0,0.0,neu
470,Get a clue...,Get a clue...,"Sentiment(polarity=0.0, subjectivity=0.0)",0.16666666666666666,0.4416666666666667,pos
