,Unnamed: 0,X1,pros_page1,pros_page_rating_value,answer_re,answer_re_oth,answer_re_n
270,271,33,"Strong products, a good and well-known name makes it easier being a salesperson, good benefits package (but no work from home).",3,"Strong products, a good and well-known name makes it easier being a salesperson, good benefits package (but no work from home).",strong products a good and well known name makes it easier being a salesperson good benefits package but no work from home ,"work, benefits"
271,272,33,"Good culture and work environment. Flexible work timings with work from home option. Provides options for mentoring, skill development, along with various other workshops.",2,"Good culture and work environment. Flexible work timings with work from home option. Provides options for mentoring, skill development, along with various other workshops.",good culture and work environment flexible work timings with work from home option provides options for mentoring skill development along with various other workshops ,"options, culture, work, home"
272,273,33,"Bright people, good benefits, reasonable work life balance, good location and offices, global company. Doesn't suffer fools.",3,"Bright people, good benefits, reasonable work life balance, good location and offices, global company. Doesn't suffer fools.",bright people good benefits reasonable work life balance good location and offices global company doesn t suffer fools ,work
273,274,33,Culture and Work Life balance,2,Culture and Work Life balance,culture and work life balance,balance
274,275,33,"Excellent work environment - great client base, good opportunity for career progression, great management.",5,"Excellent work environment - great client base, good opportunity for career progression, great management.",excellent work environment great client base good opportunity for career progression great management ,"work, environment, great"
275,276,33,Nice people and learn alot,3,Nice people and learn alot,nice people and learn alot,people
276,277,33,Nice working environment at MSCI,5,Nice working environment at MSCI,nice working environment at msci,"environment, working"
277,278,33,"exposure to senior level clients for junior workers, good work life balance",5,"exposure to senior level clients for junior workers, good work life balance",exposure to senior level clients for junior workers good work life balance,"senior, work, balance"
278,279,33,"Structure jeune et dynamique, qui réussit bien et récompense bien les plus ambitieux. Bonne ambiance mais il faut beaucoup (trop?) s'investir. Absence de réflexion de fond sur le sens de la mission de MSCI.",2,"Structure jeune et dynamique, qui réussit bien et récompense bien les plus ambitieux. Bonne ambiance mais il faut beaucoup (trop?) s'investir. Absence de réflexion de fond sur le sens de la mission de MSCI.",structure jeune et dynamique qui réussit bien et récompense bien les plus ambitieux bonne ambiance mais il faut beaucoup trop s investir absence de réflexion de fond sur le sens de la mission de msci ,
279,280,33,Earlier strong brand. Earlier humane and fair place. Some incompetent and abusive management has taken their act elsewhere.,2,Earlier strong brand. Earlier humane and fair place. Some incompetent and abusive management has taken their act elsewhere.,earlier strong brand earlier humane and fair place some incompetent and abusive management has taken their act elsewhere ,management
280,281,34,"Good work life balance, senior people are accessible and easy to talk to, regular pay check, flexible with regards to relocation.",3,"Good work life balance, senior people are accessible and easy to talk to, regular pay check, flexible with regards to relocation.",good work life balance senior people are accessible and easy to talk to regular pay check flexible with regards to relocation ,"flexible, people, pay, senior, work"
281,282,34,"Well recognized brand and market leader in benchmark indexing. Decent lateral and geographic mobility especially with more experience. Global presence and strong, diverse client base facilitate the educational process.",2,"Well recognized brand and market leader in benchmark indexing. Decent lateral and geographic mobility especially with more experience. Global presence and strong, diverse client base facilitate the educational process.",well recognized brand and market leader in benchmark indexing decent lateral and geographic mobility especially with more experience global presence and strong diverse client base facilitate the educational process ,
282,283,34,"Great work environment, high quality of people, market leading product, strong market positioning, very experienced management.",3,"Great work environment, high quality of people, market leading product, strong market positioning, very experienced management.",great work environment high quality of people market leading product strong market positioning very experienced management ,work
283,284,34,"* Nice Manila Building. In general, nice people in Manila",2,"* Nice Manila Building. In general, nice people in Manila", nice manila building in general nice people in manila,people
284,285,34,* Good pay masters. * 360 review. * Good work life balance.,5,* Good pay masters. * review. * Good work life balance., good pay masters review good work life balance ,"work, pay"
285,286,34,"Not many. Depending on your team you might have a better work life balance than some places, but this is only a temporary illusion as the ax is probably coming for you soon.",3,"Not many. Depending on your team you might have a better work life balance than some places, but this is only a temporary illusion as the ax is probably coming for you soon.",not many depending on your team you might have a better work life balance than some places but this is only a temporary illusion as the ax is probably coming for you soon ,"work, balance"
286,287,34,"The job position is very interesting, there are opportunities to grow in the company and compensation is nice",5,"The job position is very interesting, there are opportunities to grow in the company and compensation is nice",the job position is very interesting there are opportunities to grow in the company and compensation is nice,"compensation, company"
287,288,34,Good colleagues and a brand name that is recognised in the industry,5,Good colleagues and a brand name that is recognised in the industry,good colleagues and a brand name that is recognised in the industry,
288,289,34,some great people to work with,2,some great people to work with,some great people to work with,"great, work, people"
289,290,34,"MSCI is a cutting-edge financial services company. Leading provide indexes, analytics, real estate data and Environment, Social and Governance reports. Smart, savvy employees in a global operation.",2,"MSCI is a cutting-edge financial services company. Leading provide indexes, analytics, real estate data and Environment, Social and Governance reports. Smart, savvy employees in a global operation.",msci is a cutting edge financial services company leading provide indexes analytics real estate data and environment social and governance reports smart savvy employees in a global operation ,
290,291,35,"Some of the most interesting work in asset management. You are on the forefront of trends and get to experience first-hand how the industry manages money. You can get exposure to everyone from hedge funds, asset managers, pensions. A very broad view, with lots of large, great clients. You are not just dealing with a product, many times you are selling and discussing new ideas. Some of which are disruptive (which are... interesting). Lots of models, data, and analytics work.",3,"Some of the most interesting work in asset management. You are on the forefront of trends and get to experience first-hand how the industry manages money. You can get exposure to everyone from hedge funds, asset managers, pensions. A very broad view, with lots of large, great clients. You are not just dealing with a product, many times you are selling and discussing new ideas. Some of which are disruptive (which are... interesting). Lots of models, data, and analytics work.",some of the most interesting work in asset management you are on the forefront of trends and get to experience first hand how the industry manages money you can get exposure to everyone from hedge funds asset managers pensions a very broad view with lots of large great clients you are not just dealing with a product many times you are selling and discussing new ideas some of which are disruptive which are interesting lots of models data and analytics work ,"work, great"
291,292,35,Relatively non demanding work hours.,2,Relatively non demanding work hours.,relatively non demanding work hours ,work
292,293,35,Working hours are not excessive.,3,Working hours are not excessive.,working hours are not excessive ,hours
293,294,35,"Work life balance, good brand",2,"Work life balance, good brand",work life balance good brand,
294,295,35,Challenging daily work with friendly colleagues,5,Challenging daily work with friendly colleagues,challenging daily work with friendly colleagues,"work, friendly"
295,296,35,"In Analytics group. Good Variety of work, Very smart team",3,"In Analytics group. Good Variety of work, Very smart team",in analytics group good variety of work very smart team,smart
296,297,35,"Good environment, nice people around, decent office building.",5,"Good environment, nice people around, decent office building.",good environment nice people around decent office building ,people
297,298,35,"Mid size company, small enough so that you can have an impact, large enough to be able to work on different things, to have multiple products. Very good staff, slightly mismanaged.",5,"Mid size company, small enough so that you can have an impact, large enough to be able to work on different things, to have multiple products. Very good staff, slightly mismanaged.",mid size company small enough so that you can have an impact large enough to be able to work on different things to have multiple products very good staff slightly mismanaged ,work
298,299,35,A great place to learn,2,A great place to learn,a great place to learn,"place, great"
299,300,35,All the people at MSCI are passionate about their work and clearly know the road ahead. Its a company with its heart at the right place.,2,All the people at MSCI are passionate about their work and clearly know the road ahead. Its a company with its heart at the right place.,all the people at msci are passionate about their work and clearly know the road ahead its a company with its heart at the right place ,"company, work, people"
300,301,36,"Nice Salary, nice workplace and colleagues",3,"Nice Salary, nice workplace and colleagues",nice salary nice workplace and colleagues,
301,302,36,"Great people, and great chance to learn for a beginner",2,"Great people, and great chance to learn for a beginner",great people and great chance to learn for a beginner,great
302,303,36,Intellectually engaging. Great place to work. Good quality of work. Excellent people. Great Global Leadership. Very demanding. Rewarding.,3,Intellectually engaging. Great place to work. Good quality of work. Excellent people. Great Global Leadership. Very demanding. Rewarding.,intellectually engaging great place to work good quality of work excellent people great global leadership very demanding rewarding ,place
303,304,36,"good paymasters, great work-life balance",2,"good paymasters, great work-life balance",good paymasters great work life balance,"balance, great"
304,305,36,Good work life balance here.,5,Good work life balance here.,good work life balance here ,"work, balance"
305,306,36,Decent work/life balance with four weeks of vacation standard. There's some really talented people. Benefits were decent but going downhill quickly.,3,Decent work/life balance with four weeks of vacation standard. There's some really talented people. Benefits were decent but going downhill quickly.,decent work life balance with four weeks of vacation standard there s some really talented people benefits were decent but going downhill quickly ,"balance, talented"
306,307,36,Very smart people. Great products and strong presence in the marketplace.,5,Very smart people. Great products and strong presence in the marketplace.,very smart people great products and strong presence in the marketplace ,smart
307,308,36,Average work-life balance. Employee friendly policies. Good technology stack. Lots of opportunities to explore in your work area. No too much of restrictions at work. Support and appreciates innovative ideas at work,5,Average work-life balance. Employee friendly policies. Good technology stack. Lots of opportunities to explore in your work area. No too much of restrictions at work. Support and appreciates innovative ideas at work,average work life balance employee friendly policies good technology stack lots of opportunities to explore in your work area no too much of restrictions at work support and appreciates innovative ideas at work,"work, friendly"
308,309,36,"Some new technology. And a yearly fun day, which you will need to job search.",2,"Some new technology. And a yearly fun day, which you will need to job search.",some new technology and a yearly fun day which you will need to job search ,
309,310,36,The company has a truly global footprint and is at the cutting edge in terms of some of the services it offers,2,The company has a truly global footprint and is at the cutting edge in terms of some of the services it offers,the company has a truly global footprint and is at the cutting edge in terms of some of the services it offers,"cutting, edge, company"
310,311,37,"Good working environment, Positive work culture",3,"Good working environment, Positive work culture",good working environment positive work culture,"culture, work, working"
311,312,37,Work life Balance Good Work Culture Less politics compared to other companies in similar doamin,2,Work life Balance Good Work Culture Less politics compared to other companies in similar doamin,work life balance good work culture less politics compared to other companies in similar doamin,
312,313,37,Good place to gain finance experience,3,Good place to gain finance experience,good place to gain finance experience,place
313,314,37,Good pay. Work life balance. Learning opportunities,2,Good pay. Work life balance. Learning opportunities,good pay work life balance learning opportunities,
314,315,37,"nice environment, nice people, chance to work overboard",5,"nice environment, nice people, chance to work overboard",nice environment nice people chance to work overboard,work
315,316,37,I enjoyed ESG reserach internship.,3,I enjoyed ESG reserach internship.,i enjoyed esg reserach internship ,
316,317,37,"There are not a whole lot ... Well, decent work/life balance, however, that depends on which team you're on. 20 days of paid vacation was nice ... and the perks pretty much end there.",5,"There are not a whole lot ... Well, decent work/life balance, however, that depends on which team you're on. days of paid vacation was nice ... and the perks pretty much end there.",there are not a whole lot well decent work life balance however that depends on which team you re on days of paid vacation was nice and the perks pretty much end there ,
317,318,37,"Great dynamic environment, in some teams flexible and open management with good work culture. Very good place to learn and develop in technology/data/finance areas, recommended for people with little to no professional experience. Benefits are well above average.",5,"Great dynamic environment, in some teams flexible and open management with good work culture. Very good place to learn and develop in technology/data/finance areas, recommended for people with little to no professional experience. Benefits are well above average.",great dynamic environment in some teams flexible and open management with good work culture very good place to learn and develop in technology data finance areas recommended for people with little to no professional experience benefits are well above average ,"flexible, place, people, management, work"
318,319,37,Strong analytical product offering and great opportunity to learn and grow,2,Strong analytical product offering and great opportunity to learn and grow,strong analytical product offering and great opportunity to learn and grow,great
319,320,37,"Great subject matter, smart people, interesting projects.",2,"Great subject matter, smart people, interesting projects.",great subject matter smart people interesting projects ,smart
320,321,38,Intelligent and professional people. Good IT resources.,3,Intelligent and professional people. Good IT resources.,intelligent and professional people good it resources ,
321,322,38,"High focus on employee engagement. If you are in APPDEV, then there is lot to learn. 24x7x365 functional cafeteria(literally). Also, with the new review system things are good",2,"High focus on employee engagement. If you are in APPDEV, then there is lot to learn. xx functional cafeteria(literally). Also, with the new review system things are good",high focus on employee engagement if you are in appdev then there is lot to learn xx functional cafeteria literally also with the new review system things are good,
322,323,38,Its a Really good company to work for with good pay structure and good work life balance.,3,Its a Really good company to work for with good pay structure and good work life balance.,its a really good company to work for with good pay structure and good work life balance ,"work, pay, company"
323,324,38,"As the firm is in a good shape to have a bright future, jobs are really meaningful, you can relate to the goals set.",2,"As the firm is in a good shape to have a bright future, jobs are really meaningful, you can relate to the goals set.",as the firm is in a good shape to have a bright future jobs are really meaningful you can relate to the goals set ,
324,325,38,nice colleges Middle level package Nice work env,5,nice colleges Middle level package Nice work env,nice colleges middle level package nice work env,work
325,326,38,Good working environment with talented people.,3,Good working environment with talented people.,good working environment with talented people ,"environment, talented, working"
326,327,38,Competitive salary Additional VL per year of tenure (max of 5) Annual Performance bonus Christmas bonus is in cash (not the usual Christmas packages) Retirement benefit,5,Competitive salary Additional VL per year of tenure (max of ) Annual Performance bonus Christmas bonus is in cash (not the usual Christmas packages) Retirement benefit,competitive salary additional vl per year of tenure max of annual performance bonus christmas bonus is in cash not the usual christmas packages retirement benefit,salary
327,328,38,"Work Life balance, easy transfer policy within different departments, Good leave policy, better other benefits like Mediclaim, insurance, topsline service",5,"Work Life balance, easy transfer policy within different departments, Good leave policy, better other benefits like Mediclaim, insurance, topsline service",work life balance easy transfer policy within different departments good leave policy better other benefits like mediclaim insurance topsline service,benefits
328,329,38,Global reach. Very profitable. Entrenched monopolistic position. Long term clients are largest international investors,2,Global reach. Very profitable. Entrenched monopolistic position. Long term clients are largest international investors,global reach very profitable entrenched monopolistic position long term clients are largest international investors,
329,330,38,"Good benefits, excellent 401k match Company is making progress on career development and employee engagement. Management is starting to listen to underlings and change is starting to happen.",2,"Good benefits, excellent k match Company is making progress on career development and employee engagement. Management is starting to listen to underlings and change is starting to happen.",good benefits excellent k match company is making progress on career development and employee engagement management is starting to listen to underlings and change is starting to happen ,
330,331,39,"Friendly atmosphere, good learning and career opportunities",3,"Friendly atmosphere, good learning and career opportunities",friendly atmosphere good learning and career opportunities,
331,332,39,"Great place to start your career, get good experience of a fast-paced company.",2,"Great place to start your career, get good experience of a fast-paced company.",great place to start your career get good experience of a fast paced company ,place
332,333,39,"Great Envt , Good team,",3,"Great Envt , Good team,",great envt good team ,
333,334,39,"Good working hours, work-life balance, decent cafeteria, decent technology support, works well if your boss is not in your location",2,"Good working hours, work-life balance, decent cafeteria, decent technology support, works well if your boss is not in your location",good working hours work life balance decent cafeteria decent technology support works well if your boss is not in your location,working
334,335,39,A lot of personal time,5,A lot of personal time,a lot of personal time,
335,336,39,good work environment. felxability for kids,3,good work environment. felxability for kids,good work environment felxability for kids,work
336,337,39,"Good learning opportunity, global clients and employees",5,"Good learning opportunity, global clients and employees",good learning opportunity global clients and employees,
337,338,39,"location, manager, team members, environment, peers",5,"location, manager, team members, environment, peers",location manager team members environment peers,
338,339,39,"Great culture, great people, great ambient...",2,"Great culture, great people, great ambient...",great culture great people great ambient ,great
339,340,39,"Work life balance , insurance , flexible hours , leaves all types sick leave paternity as well as maternity . Good cafeteria",2,"Work life balance , insurance , flexible hours , leaves all types sick leave paternity as well as maternity . Good cafeteria",work life balance insurance flexible hours leaves all types sick leave paternity as well as maternity good cafeteria,"hours, flexible, balance, insurance"
340,341,40,"Salary Best in the business . Awsome facilities ,Great Work . Great Growth and career oppotunities",3,"Salary Best in the business . Awsome facilities ,Great Work . Great Growth and career oppotunities",salary best in the business awsome facilities great work great growth and career oppotunities,
341,342,40,Decent work life balance and flexible work timings,2,Decent work life balance and flexible work timings,decent work life balance and flexible work timings,"work, flexible, balance"
342,343,40,"They have great benefits and remuneration package. They are flexible when it comes to work, they allow you to work from home if needed. Job promotion is easy as long as you are a performer.",3,"They have great benefits and remuneration package. They are flexible when it comes to work, they allow you to work from home if needed. Job promotion is easy as long as you are a performer.",they have great benefits and remuneration package they are flexible when it comes to work they allow you to work from home if needed job promotion is easy as long as you are a performer ,"flexible, home, work, benefits, great"
343,344,40,Index business is really strong and dominates the market.,2,Index business is really strong and dominates the market.,index business is really strong and dominates the market ,
344,345,40,"Comprehensive benefits, great learning opportunities. Career path is highly dependent on how good your immediate supervisor is (or how invested they are in your growth).",5,"Comprehensive benefits, great learning opportunities. Career path is highly dependent on how good your immediate supervisor is (or how invested they are in your growth).",comprehensive benefits great learning opportunities career path is highly dependent on how good your immediate supervisor is or how invested they are in your growth ,great
345,346,40,"a lot of room for growth, lots of holidays, vacation time, and excellent benefits. very talented group of individuals.",3,"a lot of room for growth, lots of holidays, vacation time, and excellent benefits. very talented group of individuals.",a lot of room for growth lots of holidays vacation time and excellent benefits very talented group of individuals ,talented
346,347,40,Travaux de recherche et BD intéressants.,5,Travaux de recherche et BD intéressants.,travaux de recherche et bd intéressants ,
347,348,40,good place to work and learn about various stuff - some new age technology and project management. comp is competitive,5,good place to work and learn about various stuff - some new age technology and project management. comp is competitive,good place to work and learn about various stuff some new age technology and project management comp is competitive,"work, place"
348,349,40,"International and smart people, flexibility, ethical",2,"International and smart people, flexibility, ethical",international and smart people flexibility ethical,smart
349,350,40,"MSCI is a lifestyle firm that offers a collegiate environment. Employees are hard-working but also enjoy benefits such as company-sponsored sports, events and other perks that make the workplace a good one. Work-life balance is also good.",2,"MSCI is a lifestyle firm that offers a collegiate environment. Employees are hard-working but also enjoy benefits such as company-sponsored sports, events and other perks that make the workplace a good one. Work-life balance is also good.",msci is a lifestyle firm that offers a collegiate environment employees are hard working but also enjoy benefits such as company sponsored sports events and other perks that make the workplace a good one work life balance is also good ,"balance, benefits"
350,351,41,"Well known brand, nice working environment, flexible working hours, good balance of life and work. Desirable benefits, particular fit to the staff has younger children.",3,"Well known brand, nice working environment, flexible working hours, good balance of life and work. Desirable benefits, particular fit to the staff has younger children.",well known brand nice working environment flexible working hours good balance of life and work desirable benefits particular fit to the staff has younger children ,"flexible, balance, working"
351,352,41,Smart people. You can advance if you want to work all hours.,2,Smart people. You can advance if you want to work all hours.,smart people you can advance if you want to work all hours ,work
352,353,41,"Good benefits, a bit above average wage, high standard office, smart and dedicated colleges.",3,"Good benefits, a bit above average wage, high standard office, smart and dedicated colleges.",good benefits a bit above average wage high standard office smart and dedicated colleges ,smart
353,354,41,A great work life balance,2,A great work life balance,a great work life balance,"work, balance, great"
354,355,41,"When I was there, there were many opportunities to move around within the organization, and I was able to work in different positions in different locations, which was excited as I was in my twenty's.",5,"When I was there, there were many opportunities to move around within the organization, and I was able to work in different positions in different locations, which was excited as I was in my twenty's.",when i was there there were many opportunities to move around within the organization and i was able to work in different positions in different locations which was excited as i was in my twenty s ,work
355,356,41,learn indices and risk models. quite useful.,3,learn indices and risk models. quite useful.,learn indices and risk models quite useful ,
356,357,41,I like work culture at MSCI,5,I like work culture at MSCI,i like work culture at msci,"culture, work"
357,358,41,Good work/life balance Great atmosphere/coworkers Access to upper management,5,Good work/life balance Great atmosphere/coworkers Access to upper management,good work life balance great atmosphere coworkers access to upper management,"management, balance"
358,359,41,Learning about portfolio risk management and indices.,2,Learning about portfolio risk management and indices.,learning about portfolio risk management and indices ,management
359,360,41,"casual work environment, very relaxed, free games, coffee, fun events",2,"casual work environment, very relaxed, free games, coffee, fun events",casual work environment very relaxed free games coffee fun events,"work, free"
360,361,42,The NYC location is pretty good,3,The NYC location is pretty good,the nyc location is pretty good,
361,362,42,Excellent team; possibility to explore various areas of finance; competitive salary (on the Hungarian job market);,2,Excellent team; possibility to explore various areas of finance; competitive salary (on the Hungarian job market);,excellent team possibility to explore various areas of finance competitive salary on the hungarian job market ,salary
362,363,42,"Flexibility is there, Work Life balance is there, Good Salary.",3,"Flexibility is there, Work Life balance is there, Good Salary.",flexibility is there work life balance is there good salary ,balance
363,364,42,Hard to find anymore. Can maybe get to work with new resources every now and then. Management doesn't like to buy anything new. Especially in California offices. Some of the severely abusive and untrained managers have migrated to other fields. Of sorts.,2,Hard to find anymore. Can maybe get to work with new resources every now and then. Management doesn't like to buy anything new. Especially in California offices. Some of the severely abusive and untrained managers have migrated to other fields. Of sorts.,hard to find anymore can maybe get to work with new resources every now and then management doesn t like to buy anything new especially in california offices some of the severely abusive and untrained managers have migrated to other fields of sorts ,work
364,365,42,renommée à exploiter dans le monde de la finance,5,renommée à exploiter dans le monde de la finance,renommée à exploiter dans le monde de la finance,
365,366,42,Strong franchise Large research team Good parts to make a great company Employees Teamwork,3,Strong franchise Large research team Good parts to make a great company Employees Teamwork,strong franchise large research team good parts to make a great company employees teamwork,"great, company"
366,367,42,"Nice office, interesting work, good salary",5,"Nice office, interesting work, good salary",nice office interesting work good salary,salary
367,368,42,A company that cares about employees,5,A company that cares about employees,a company that cares about employees,company
368,369,42,Caring employer. Decent work life balance. Good work environment. Work content is also good if you like investment strategy research. Well respected name,2,Caring employer. Decent work life balance. Good work environment. Work content is also good if you like investment strategy research. Well respected name,caring employer decent work life balance good work environment work content is also good if you like investment strategy research well respected name,work
369,370,42,"Great learning particularly with regards to markets ( Risk , Portfolio Analytics , Index). Merit based culture , overseas travel , transparent culture and good work home balance",2,"Great learning particularly with regards to markets ( Risk , Portfolio Analytics , Index). Merit based culture , overseas travel , transparent culture and good work home balance",great learning particularly with regards to markets risk portfolio analytics index merit based culture overseas travel transparent culture and good work home balance,"culture, work, balance, home"
370,371,44,Flexible work time Free drinks Free fruits Team building events Xbox International Environment Lot to learn,3,Flexible work time Free drinks Free fruits Team building events Xbox International Environment Lot to learn,flexible work time free drinks free fruits team building events xbox international environment lot to learn,work
371,372,44,"Working hours are decent, office views in NY are excellent",2,"Working hours are decent, office views in NY are excellent",working hours are decent office views in ny are excellent,hours
372,373,44,"As an employee of MSCI for over three years, I think the best thing about the firm is the varied experiences our environment offers. I have been given the opportunities to own projects from start to finish and to work in areas/functions I had not previously had experience. I feel my opinion is valued and matters because I am converse with senior leaders every day as a NY employee. I also appreciate the... opportunity I have to interact with peers around the global who are leading minds in the index and analytics space. Our products win awards and are valued by our clients and I am proud to continue to play a part in this.",3,"As an employee of MSCI for over three years, I think the best thing about the firm is the varied experiences our environment offers. I have been given the opportunities to own projects from start to finish and to work in areas/functions I had not previously had experience. I feel my opinion is valued and matters because I am converse with senior leaders every day as a NY employee. I also appreciate the... opportunity I have to interact with peers around the global who are leading minds in the index and analytics space. Our products win awards and are valued by our clients and I am proud to continue to play a part in this.",as an employee of msci for over three years i think the best thing about the firm is the varied experiences our environment offers i have been given the opportunities to own projects from start to finish and to work in areas functions i had not previously had experience i feel my opinion is valued and matters because i am converse with senior leaders every day as a ny employee i also appreciate the opportunity i have to interact with peers around the global who are leading minds in the index and analytics space our products win awards and are valued by our clients and i am proud to continue to play a part in this ,"senior, work, environment"
373,374,44,It has some intelligent people working for it.,2,It has some intelligent people working for it.,it has some intelligent people working for it ,"people, working"
374,375,44,Not many anymore. Sometimes great sales meetings.,5,Not many anymore. Sometimes great sales meetings.,not many anymore sometimes great sales meetings ,great
375,376,44,It is a very established firm and has many mature products. The client base is huge. There are a lot of opportunities to learn and to grow.,3,It is a very established firm and has many mature products. The client base is huge. There are a lot of opportunities to learn and to grow.,it is a very established firm and has many mature products the client base is huge there are a lot of opportunities to learn and to grow ,
376,377,44,"Interesting work tasks, high calibre of people.",5,"Interesting work tasks, high calibre of people.",interesting work tasks high calibre of people ,work
377,378,44,"Strong Index business. Good client list. Dedicated people. Good office location and environs (London) Good benefits package (London) Here and there, some talented people.",5,"Strong Index business. Good client list. Dedicated people. Good office location and environs (London) Good benefits package (London) Here and there, some talented people.",strong index business good client list dedicated people good office location and environs london good benefits package london here and there some talented people ,"talented, benefits"
378,379,44,"Learning is good for freshers. Can pay well ONLY when joining. Internal career mobility is there, but it comes only as a cost arbitrage opportunity for company. Good HR practice/engagement level.",2,"Learning is good for freshers. Can pay well ONLY when joining. Internal career mobility is there, but it comes only as a cost arbitrage opportunity for company. Good HR practice/engagement level.",learning is good for freshers can pay well only when joining internal career mobility is there but it comes only as a cost arbitrage opportunity for company good hr practice engagement level ,pay
379,380,44,Smart motivated people and solid mtmgt team,2,Smart motivated people and solid mtmgt team,smart motivated people and solid mtmgt team,people
380,381,45,great working experience good pay friendly staff,3,great working experience good pay friendly staff,great working experience good pay friendly staff,"working, friendly, great, pay"
381,382,45,Established Brand Highly recurring subscription business Well known data and analytics Some smart people Some innovation Engagement surveys,2,Established Brand Highly recurring subscription business Well known data and analytics Some smart people Some innovation Engagement surveys,established brand highly recurring subscription business well known data and analytics some smart people some innovation engagement surveys,"smart, people"
382,383,45,"Some really good people working there, trying to corral the mess that needs to be straightened out after most of the original talent got chased off by corporate culture changes. If you're good, you could become a rock star. Beware the dangers that come with that.",3,"Some really good people working there, trying to corral the mess that needs to be straightened out after most of the original talent got chased off by corporate culture changes. If you're good, you could become a rock star. Beware the dangers that come with that.",some really good people working there trying to corral the mess that needs to be straightened out after most of the original talent got chased off by corporate culture changes if you re good you could become a rock star beware the dangers that come with that ,"culture, people, working"
383,384,45,Great company if you are the share holder or if you are the client.,2,Great company if you are the share holder or if you are the client.,great company if you are the share holder or if you are the client ,company
384,385,45,Robust Training procedures Global Team culture,5,Robust Training procedures Global Team culture,robust training procedures global team culture,culture
385,386,45,A perfect Work and Life balance. Employees are well paid (above national average) and motivated. Working atmosphere is really friendly. Also selection procedure is very proper so that good quality talent is extracted.,3,A perfect Work and Life balance. Employees are well paid (above national average) and motivated. Working atmosphere is really friendly. Also selection procedure is very proper so that good quality talent is extracted.,a perfect work and life balance employees are well paid above national average and motivated working atmosphere is really friendly also selection procedure is very proper so that good quality talent is extracted ,
386,387,45,"As a member of the training team, I have seen firsthand the effort and emphasis MSCI puts forth on developing the talent of it's people.",5,"As a member of the training team, I have seen firsthand the effort and emphasis MSCI puts forth on developing the talent of it's people.",as a member of the training team i have seen firsthand the effort and emphasis msci puts forth on developing the talent of it s people ,
387,388,45,"Global experience. Opportunity to develop your skills, abilities and knowledge. Great work environment. Great benefits (based on Mexican labor market)",5,"Global experience. Opportunity to develop your skills, abilities and knowledge. Great work environment. Great benefits (based on Mexican labor market)",global experience opportunity to develop your skills abilities and knowledge great work environment great benefits based on mexican labor market ,"work, benefits"
388,389,45,Professional Fun place to work at Amazing office Good People,2,Professional Fun place to work at Amazing office Good People,professional fun place to work at amazing office good people,"work, place"
389,390,45,"Had a good leadership which encouraged learning and development of employees. You get to learn Pure politics, learn soft skills to survive in tough environment. If you work in Norman OK then you get all kinds of video games, good restaurants. Nothing much at your desk.",2,"Had a good leadership which encouraged learning and development of employees. You get to learn Pure politics, learn soft skills to survive in tough environment. If you work in Norman OK then you get all kinds of video games, good restaurants. Nothing much at your desk.",had a good leadership which encouraged learning and development of employees you get to learn pure politics learn soft skills to survive in tough environment if you work in norman ok then you get all kinds of video games good restaurants nothing much at your desk ,work
390,391,46,- Working at MSCI offer some flexibility to work from home. - The work is interesting and you will get the chance to learn a lot about the finance industry,3,- Working at MSCI offer some flexibility to work from home. - The work is interesting and you will get the chance to learn a lot about the finance industry, working at msci offer some flexibility to work from home the work is interesting and you will get the chance to learn a lot about the finance industry,work
391,392,46,"Good work environment, all manager are easily accessible, Good work life balance",2,"Good work environment, all manager are easily accessible, Good work life balance",good work environment all manager are easily accessible good work life balance,"work, balance"
392,393,46,"A company which always thinks for its employees first - be it the benefits, facilities, culture or compassion for the people.",3,"A company which always thinks for its employees first - be it the benefits, facilities, culture or compassion for the people.",a company which always thinks for its employees first be it the benefits facilities culture or compassion for the people ,"culture, company"
393,394,46,Good exposure & lots to learn.,2,Good exposure & lots to learn.,good exposure lots to learn ,
394,395,46,Good work environment and nice colleagues Opportunity to get exposed to advanced industry innovations Opportunity to growth career,5,Good work environment and nice colleagues Opportunity to get exposed to advanced industry innovations Opportunity to growth career,good work environment and nice colleagues opportunity to get exposed to advanced industry innovations opportunity to growth career,"work, environment"
395,396,46,Work Life Balance Good Pay Working Conditions,3,Work Life Balance Good Pay Working Conditions,work life balance good pay working conditions,
396,397,46,Great People and place - very international feeling and opportunity to work in different offices,5,Great People and place - very international feeling and opportunity to work in different offices,great people and place very international feeling and opportunity to work in different offices,"work, place"
397,398,46,Very little when change is severe and not managed. Occasional high moments when helping a client really solve a problem,5,Very little when change is severe and not managed. Occasional high moments when helping a client really solve a problem,very little when change is severe and not managed occasional high moments when helping a client really solve a problem,
398,399,46,"Good work-life balance. Pretty flexible about working from home, or taking time-off. Office camaraderie is pretty good at most locations. Firm dips their toe into different areas of finance from Regulation, Factor Investing, Risk Management, etc. which may be good for someone who is just beginning their career.",2,"Good work-life balance. Pretty flexible about working from home, or taking time-off. Office camaraderie is pretty good at most locations. Firm dips their toe into different areas of finance from Regulation, Factor Investing, Risk Management, etc. which may be good for someone who is just beginning their career.",good work life balance pretty flexible about working from home or taking time off office camaraderie is pretty good at most locations firm dips their toe into different areas of finance from regulation factor investing risk management etc which may be good for someone who is just beginning their career ,"flexible, working"
399,400,46,"casual work atmosphere, good location",2,"casual work atmosphere, good location",casual work atmosphere good location,work
